"Year","Location Description","Data Source","Topic Description","Measure Description","Response","Data Value Type","Data Value","Low Confidence Limit","High Confidence Limit","Sample Size","Gender","Age","Race","Education"
"2017","Florida","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","74.3","66.7","81.9","452","Female","All Ages","All Races","All Grades"
"2016","Florida","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","36.3","31.2","41.4","1349","Overall","All Ages","All Races","All Grades"
"2016","Florida","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","39.5","32.4","46.6","649","Male","All Ages","All Races","All Grades"
"2016","Florida","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","32.0","24.6","39.4","700","Female","All Ages","All Races","All Grades"
"2016","Florida","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","63.7","58.6","68.8","1349","Overall","All Ages","All Races","All Grades"
"2016","Florida","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","60.5","53.4","67.6","649","Male","All Ages","All Races","All Grades"
"2016","Florida","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","68.0","60.6","75.4","700","Female","All Ages","All Races","All Grades"
"2018","Georgia","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","37.8","31.5","44.1","315","Overall","All Ages","All Races","All Grades"
"2018","Georgia","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","38.9","30.5","47.3","170","Male","All Ages","All Races","All Grades"
"2018","Georgia","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","36.2","26.9","45.5","145","Female","All Ages","All Races","All Grades"
"2018","Georgia","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","62.2","55.9","68.5","315","Overall","All Ages","All Races","All Grades"
"2018","Georgia","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","61.1","52.7","69.5","170","Male","All Ages","All Races","All Grades"
"2018","Georgia","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","63.8","54.5","73.1","145","Female","All Ages","All Races","All Grades"
"2017","Georgia","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","38.5","30.3","46.7","189","Overall","All Ages","All Races","All Grades"
"2017","Georgia","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","34.0","23.3","44.7","100","Male","All Ages","All Races","All Grades"
"2017","Georgia","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","44.6","31.8","57.4","89","Female","All Ages","All Races","All Grades"
"2017","Georgia","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","61.5","53.3","69.7","189","Overall","All Ages","All Races","All Grades"
"2017","Georgia","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","66.0","55.3","76.7","100","Male","All Ages","All Races","All Grades"
"2017","Georgia","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","55.4","42.6","68.2","89","Female","All Ages","All Races","All Grades"
"2016","Georgia","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","29.4","20.9","37.9","187","Overall","All Ages","All Races","All Grades"
"2016","Georgia","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","30.3","18.5","42.1","97","Male","All Ages","All Races","All Grades"
"2016","Georgia","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","28.1","16.3","39.9","90","Female","All Ages","All Races","All Grades"
"2016","Georgia","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","70.6","62.1","79.1","187","Overall","All Ages","All Races","All Grades"
"2016","Georgia","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","69.7","57.9","81.5","97","Male","All Ages","All Races","All Grades"
"2016","Georgia","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","71.9","60.1","83.7","90","Female","All Ages","All Races","All Grades"
"2018","Guam","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","46.5","31.7","61.3","68","Overall","All Ages","All Races","All Grades"
"2018","Guam","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","*","*","*","*","Male","All Ages","All Races","All Grades"
"2018","Guam","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","*","*","*","*","Female","All Ages","All Races","All Grades"
"2018","Guam","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","53.5","38.7","68.3","68","Overall","All Ages","All Races","All Grades"
"2018","Guam","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","*","*","*","*","Male","All Ages","All Races","All Grades"
