"Year","Location Description","Data Source","Topic Description","Measure Description","Response","Data Value Type","Data Value","Low Confidence Limit","High Confidence Limit","Sample Size","Gender","Age","Race","Education"
"2016","Alabama","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","68.5","65.1","71.9","1260","Overall","All Ages","All Races","All Grades"
"2016","Alabama","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","67.1","62.0","72.2","574","Male","All Ages","All Races","All Grades"
"2016","Alabama","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","70.0","65.6","74.4","686","Female","All Ages","All Races","All Grades"
"2016","Alabama","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","31.5","28.1","34.9","1260","Overall","All Ages","All Races","All Grades"
"2016","Alabama","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","32.9","27.8","38.0","574","Male","All Ages","All Races","All Grades"
"2016","Alabama","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","30.0","25.6","34.4","686","Female","All Ages","All Races","All Grades"
"2018","Alaska","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","71.1","65.4","76.8","464","Overall","All Ages","All Races","All Grades"
"2018","Alaska","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","67.4","59.5","75.3","257","Male","All Ages","All Races","All Grades"
"2018","Alaska","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","75.9","68.0","83.8","207","Female","All Ages","All Races","All Grades"
"2018","Alaska","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","28.9","23.2","34.6","464","Overall","All Ages","All Races","All Grades"
"2018","Alaska","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","32.6","24.7","40.5","257","Male","All Ages","All Races","All Grades"
"2018","Alaska","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","24.1","16.2","32.0","207","Female","All Ages","All Races","All Grades"
"2017","Alaska","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","69.1","62.3","75.9","538","Overall","All Ages","All Races","All Grades"
"2017","Alaska","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","73.9","66.2","81.6","300","Male","All Ages","All Races","All Grades"
"2017","Alaska","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","61.4","49.8","73.0","238","Female","All Ages","All Races","All Grades"
"2017","Alaska","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","30.9","24.1","37.7","538","Overall","All Ages","All Races","All Grades"
"2017","Alaska","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","26.1","18.4","33.8","300","Male","All Ages","All Races","All Grades"
"2017","Alaska","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","38.6","27.0","50.2","238","Female","All Ages","All Races","All Grades"
"2016","Alaska","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","64.4","57.8","71.0","523","Overall","All Ages","All Races","All Grades"
"2016","Alaska","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","66.9","58.6","75.2","276","Male","All Ages","All Races","All Grades"
"2016","Alaska","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","61.0","50.4","71.6","247","Female","All Ages","All Races","All Grades"
"2016","Alaska","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","35.6","29.0","42.2","523","Overall","All Ages","All Races","All Grades"
"2016","Alaska","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","33.1","24.8","41.4","276","Male","All Ages","All Races","All Grades"
"2016","Alaska","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","39.0","28.4","49.6","247","Female","All Ages","All Races","All Grades"
"2018","Arizona","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","66.6","61.9","71.3","1055","Overall","All Ages","All Races","All Grades"
"2018","Arizona","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","65.4","58.8","72.0","542","Male","All Ages","All Races","All Grades"
"2018","Arizona","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","68.1","61.5","74.7","513","Female","All Ages","All Races","All Grades"
"2018","Arizona","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","33.4","28.7","38.1","1055","Overall","All Ages","All Races","All Grades"
"2018","Arizona","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","34.6","28.0","41.2","542","Male","All Ages","All Races","All Grades"
"2018","Arizona","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","31.9","25.3","38.5","513","Female","All Ages","All Races","All Grades"
"2017","Arizona","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","65.3","62.5","68.1","1972","Overall","All Ages","All Races","All Grades"
"2017","Arizona","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","63.0","59.2","66.8","1012","Male","All Ages","All Races","All Grades"
"2017","Arizona","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","68.4","64.5","72.3","960","Female","All Ages","All Races","All Grades"
"2017","Arizona","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","34.7","31.9","37.5","1972","Overall","All Ages","All Races","All Grades"
"2017","Arizona","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","37.0","33.2","40.8","1012","Male","All Ages","All Races","All Grades"
"2017","Arizona","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","31.6","27.7","35.5","960","Female","All Ages","All Races","All Grades"
"2016","Arizona","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","64.3","59.9","68.7","1310","Overall","All Ages","All Races","All Grades"
"2016","Arizona","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","63.5","57.5","69.5","606","Male","All Ages","All Races","All Grades"
"2016","Arizona","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","65.4","59.1","71.7","704","Female","All Ages","All Races","All Grades"
"2016","Arizona","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","35.7","31.3","40.1","1310","Overall","All Ages","All Races","All Grades"
"2016","Arizona","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","36.5","30.5","42.5","606","Male","All Ages","All Races","All Grades"
"2016","Arizona","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","34.6","28.3","40.9","704","Female","All Ages","All Races","All Grades"
"2018","Arkansas","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","74.1","70.0","78.2","875","Overall","All Ages","All Races","All Grades"
"2018","Arkansas","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","70.5","64.1","76.9","329","Male","All Ages","All Races","All Grades"
"2018","Arkansas","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","77.7","72.7","82.7","546","Female","All Ages","All Races","All Grades"
"2018","Arkansas","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","25.9","21.8","30.0","875","Overall","All Ages","All Races","All Grades"
"2018","Arkansas","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","29.5","23.1","35.9","329","Male","All Ages","All Races","All Grades"
"2018","Arkansas","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","22.3","17.3","27.3","546","Female","All Ages","All Races","All Grades"
"2017","Arkansas","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","74.9","69.8","80.0","808","Overall","All Ages","All Races","All Grades"
"2017","Arkansas","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","71.1","62.9","79.3","303","Male","All Ages","All Races","All Grades"
"2017","Arkansas","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","78.7","72.9","84.5","505","Female","All Ages","All Races","All Grades"
"2017","Arkansas","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","25.1","20.0","30.2","808","Overall","All Ages","All Races","All Grades"
"2017","Arkansas","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","28.9","20.7","37.1","303","Male","All Ages","All Races","All Grades"
"2017","Arkansas","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","21.3","15.5","27.1","505","Female","All Ages","All Races","All Grades"
"2016","Arkansas","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","71.3","65.9","76.7","854","Overall","All Ages","All Races","All Grades"
"2016","Arkansas","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","71.8","64.3","79.3","356","Male","All Ages","All Races","All Grades"
"2016","Arkansas","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","70.8","63.2","78.4","498","Female","All Ages","All Races","All Grades"
"2016","Arkansas","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","28.7","23.3","34.1","854","Overall","All Ages","All Races","All Grades"
"2016","Arkansas","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","28.2","20.7","35.7","356","Male","All Ages","All Races","All Grades"
"2016","Arkansas","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","29.2","21.6","36.8","498","Female","All Ages","All Races","All Grades"
"2018","California","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","55.9","52.2","59.6","1214","Overall","All Ages","All Races","All Grades"
"2018","California","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","56.0","51.4","60.6","779","Male","All Ages","All Races","All Grades"
"2018","California","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","55.6","49.4","61.8","435","Female","All Ages","All Races","All Grades"
"2018","California","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","44.1","40.4","47.8","1214","Overall","All Ages","All Races","All Grades"
"2018","California","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","44.0","39.4","48.6","779","Male","All Ages","All Races","All Grades"
"2018","California","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","44.4","38.2","50.6","435","Female","All Ages","All Races","All Grades"
"2017","California","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","56.0","51.5","60.5","954","Overall","All Ages","All Races","All Grades"
"2017","California","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","55.4","49.8","61.0","582","Male","All Ages","All Races","All Grades"
"2017","California","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","57.1","49.4","64.8","372","Female","All Ages","All Races","All Grades"
"2017","California","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","44.0","39.5","48.5","954","Overall","All Ages","All Races","All Grades"
"2017","California","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","44.6","39.0","50.2","582","Male","All Ages","All Races","All Grades"
"2017","California","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","42.9","35.2","50.6","372","Female","All Ages","All Races","All Grades"
"2016","California","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","59.5","55.9","63.1","1139","Overall","All Ages","All Races","All Grades"
"2016","California","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","57.5","52.9","62.1","667","Male","All Ages","All Races","All Grades"
"2016","California","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","62.8","57.2","68.4","472","Female","All Ages","All Races","All Grades"
"2016","California","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","40.5","36.9","44.1","1139","Overall","All Ages","All Races","All Grades"
"2016","California","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","42.5","37.9","47.1","667","Male","All Ages","All Races","All Grades"
"2016","California","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","37.2","31.6","42.8","472","Female","All Ages","All Races","All Grades"
"2018","Colorado","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","66.7","63.4","70.0","1050","Overall","All Ages","All Races","All Grades"
"2018","Colorado","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","64.3","59.9","68.7","584","Male","All Ages","All Races","All Grades"
"2018","Colorado","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","69.8","64.7","74.9","466","Female","All Ages","All Races","All Grades"
"2018","Colorado","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","33.3","30.0","36.6","1050","Overall","All Ages","All Races","All Grades"
"2018","Colorado","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","35.7","31.3","40.1","584","Male","All Ages","All Races","All Grades"
"2018","Colorado","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","30.2","25.1","35.3","466","Female","All Ages","All Races","All Grades"
"2017","Colorado","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","66.6","63.2","70.0","1110","Overall","All Ages","All Races","All Grades"
"2017","Colorado","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","65.3","60.7","69.9","576","Male","All Ages","All Races","All Grades"
"2017","Colorado","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","68.2","63.4","73.0","534","Female","All Ages","All Races","All Grades"
"2017","Colorado","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","33.4","30.0","36.8","1110","Overall","All Ages","All Races","All Grades"
"2017","Colorado","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","34.7","30.1","39.3","576","Male","All Ages","All Races","All Grades"
"2017","Colorado","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","31.8","27.0","36.6","534","Female","All Ages","All Races","All Grades"
"2016","Colorado","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","66.3","63.4","69.2","1743","Overall","All Ages","All Races","All Grades"
"2016","Colorado","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","67.7","63.8","71.6","897","Male","All Ages","All Races","All Grades"
"2016","Colorado","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","64.4","60.0","68.8","846","Female","All Ages","All Races","All Grades"
"2016","Colorado","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","33.7","30.8","36.6","1743","Overall","All Ages","All Races","All Grades"
"2016","Colorado","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","32.3","28.4","36.2","897","Male","All Ages","All Races","All Grades"
"2016","Colorado","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","35.6","31.2","40.0","846","Female","All Ages","All Races","All Grades"
"2018","Connecticut","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","66.4","62.4","70.4","1088","Overall","All Ages","All Races","All Grades"
"2018","Connecticut","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","65.1","59.4","70.8","536","Male","All Ages","All Races","All Grades"
"2018","Connecticut","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","67.9","62.5","73.3","552","Female","All Ages","All Races","All Grades"
"2018","Connecticut","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","33.6","29.6","37.6","1088","Overall","All Ages","All Races","All Grades"
"2018","Connecticut","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","34.9","29.2","40.6","536","Male","All Ages","All Races","All Grades"
"2018","Connecticut","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","32.1","26.7","37.5","552","Female","All Ages","All Races","All Grades"
"2017","Connecticut","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","65.6","61.5","69.7","1063","Overall","All Ages","All Races","All Grades"
"2017","Connecticut","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","62.7","56.8","68.6","505","Male","All Ages","All Races","All Grades"
"2017","Connecticut","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","68.8","63.2","74.4","558","Female","All Ages","All Races","All Grades"
"2017","Connecticut","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","34.4","30.3","38.5","1063","Overall","All Ages","All Races","All Grades"
"2017","Connecticut","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","37.3","31.4","43.2","505","Male","All Ages","All Races","All Grades"
"2017","Connecticut","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","31.2","25.6","36.8","558","Female","All Ages","All Races","All Grades"
"2016","Connecticut","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","69.4","65.8","73.0","1150","Overall","All Ages","All Races","All Grades"
"2016","Connecticut","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","66.7","61.3","72.1","541","Male","All Ages","All Races","All Grades"
"2016","Connecticut","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","72.5","67.9","77.1","609","Female","All Ages","All Races","All Grades"
"2016","Connecticut","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","30.6","27.0","34.2","1150","Overall","All Ages","All Races","All Grades"
"2016","Connecticut","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","33.3","27.9","38.7","541","Male","All Ages","All Races","All Grades"
"2016","Connecticut","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","27.5","22.9","32.1","609","Female","All Ages","All Races","All Grades"
"2018","Delaware","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","71.1","66.8","75.4","768","Overall","All Ages","All Races","All Grades"
"2018","Delaware","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","70.9","64.9","76.9","387","Male","All Ages","All Races","All Grades"
"2018","Delaware","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","71.4","65.2","77.6","381","Female","All Ages","All Races","All Grades"
"2018","Delaware","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","28.9","24.6","33.2","768","Overall","All Ages","All Races","All Grades"
"2018","Delaware","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","29.1","23.1","35.1","387","Male","All Ages","All Races","All Grades"
"2018","Delaware","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","28.6","22.4","34.8","381","Female","All Ages","All Races","All Grades"
"2017","Delaware","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","65.8","60.5","71.1","594","Overall","All Ages","All Races","All Grades"
"2017","Delaware","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","63.6","56.0","71.2","283","Male","All Ages","All Races","All Grades"
"2017","Delaware","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","68.1","60.7","75.5","311","Female","All Ages","All Races","All Grades"
"2017","Delaware","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","34.2","28.9","39.5","594","Overall","All Ages","All Races","All Grades"
"2017","Delaware","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","36.4","28.8","44.0","283","Male","All Ages","All Races","All Grades"
"2017","Delaware","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","31.9","24.5","39.3","311","Female","All Ages","All Races","All Grades"
"2016","Delaware","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","70.4","65.6","75.2","646","Overall","All Ages","All Races","All Grades"
"2016","Delaware","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","66.2","59.0","73.4","303","Male","All Ages","All Races","All Grades"
"2016","Delaware","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","74.9","68.8","81.0","343","Female","All Ages","All Races","All Grades"
"2016","Delaware","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","29.6","24.8","34.4","646","Overall","All Ages","All Races","All Grades"
"2016","Delaware","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","33.8","26.6","41.0","303","Male","All Ages","All Races","All Grades"
"2016","Delaware","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","25.1","19.0","31.2","343","Female","All Ages","All Races","All Grades"
"2018","District of Columbia","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","50.3","44.4","56.2","504","Overall","All Ages","All Races","All Grades"
"2018","District of Columbia","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","53.7","45.8","61.6","250","Male","All Ages","All Races","All Grades"
"2018","District of Columbia","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","46.6","37.9","55.3","254","Female","All Ages","All Races","All Grades"
"2018","District of Columbia","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","49.7","43.8","55.6","504","Overall","All Ages","All Races","All Grades"
"2018","District of Columbia","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","46.3","38.4","54.2","250","Male","All Ages","All Races","All Grades"
"2018","District of Columbia","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","53.4","44.7","62.1","254","Female","All Ages","All Races","All Grades"
"2017","District of Columbia","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","56.0","50.4","61.6","557","Overall","All Ages","All Races","All Grades"
"2017","District of Columbia","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","55.7","48.0","63.4","281","Male","All Ages","All Races","All Grades"
"2017","District of Columbia","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","56.6","48.6","64.6","276","Female","All Ages","All Races","All Grades"
"2017","District of Columbia","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","44.0","38.4","49.6","557","Overall","All Ages","All Races","All Grades"
"2017","District of Columbia","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","44.3","36.6","52.0","281","Male","All Ages","All Races","All Grades"
"2017","District of Columbia","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","43.4","35.4","51.4","276","Female","All Ages","All Races","All Grades"
"2016","District of Columbia","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","56.8","51.5","62.1","561","Overall","All Ages","All Races","All Grades"
"2016","District of Columbia","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","55.1","47.6","62.6","263","Male","All Ages","All Races","All Grades"
"2016","District of Columbia","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","59.0","51.5","66.5","298","Female","All Ages","All Races","All Grades"
"2016","District of Columbia","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","43.2","37.9","48.5","561","Overall","All Ages","All Races","All Grades"
"2016","District of Columbia","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","44.9","37.4","52.4","263","Male","All Ages","All Races","All Grades"
"2016","District of Columbia","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","41.0","33.5","48.5","298","Female","All Ages","All Races","All Grades"
"2018","Florida","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","72.3","68.5","76.1","2480","Overall","All Ages","All Races","All Grades"
"2018","Florida","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","72.3","66.6","78.0","1214","Male","All Ages","All Races","All Grades"
"2018","Florida","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","72.2","67.3","77.1","1266","Female","All Ages","All Races","All Grades"
"2018","Florida","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","27.7","23.9","31.5","2480","Overall","All Ages","All Races","All Grades"
"2018","Florida","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","27.7","22.0","33.4","1214","Male","All Ages","All Races","All Grades"
"2018","Florida","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","27.8","22.9","32.7","1266","Female","All Ages","All Races","All Grades"
"2017","Florida","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","67.5","63.6","71.4","3753","Overall","All Ages","All Races","All Grades"
"2017","Florida","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","67.3","61.5","73.1","1804","Male","All Ages","All Races","All Grades"
"2017","Florida","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","67.8","62.8","72.8","1949","Female","All Ages","All Races","All Grades"
"2017","Florida","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","32.5","28.6","36.4","3753","Overall","All Ages","All Races","All Grades"
"2017","Florida","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","32.7","26.9","38.5","1804","Male","All Ages","All Races","All Grades"
