"Year","Location Description","Data Source","Topic Description","Measure Description","Response","Data Value Type","Data Value","Low Confidence Limit","High Confidence Limit","Sample Size","Gender","Age","Race","Education"
"2016","Alaska","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","66.9","58.6","75.2","276","Male","All Ages","All Races","All Grades"
"2016","Alaska","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","61.0","50.4","71.6","247","Female","All Ages","All Races","All Grades"
"2016","Alaska","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","35.6","29.0","42.2","523","Overall","All Ages","All Races","All Grades"
"2016","Alaska","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","33.1","24.8","41.4","276","Male","All Ages","All Races","All Grades"
"2016","Alaska","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","39.0","28.4","49.6","247","Female","All Ages","All Races","All Grades"
"2015","Alaska","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","72.9","67.8","78.0","639","Overall","All Ages","All Races","All Grades"
"2015","Alaska","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","71.7","64.7","78.7","324","Male","All Ages","All Races","All Grades"
"2015","Alaska","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","74.3","67.0","81.6","315","Female","All Ages","All Races","All Grades"
"2015","Alaska","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","27.1","22.0","32.2","639","Overall","All Ages","All Races","All Grades"
"2015","Alaska","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","28.3","21.3","35.3","324","Male","All Ages","All Races","All Grades"
"2015","Alaska","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","25.7","18.4","33.0","315","Female","All Ages","All Races","All Grades"
"2014","Alaska","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","67.7","63.1","72.3","749","Overall","All Ages","All Races","All Grades"
"2014","Alaska","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","67.5","61.1","73.9","364","Male","All Ages","All Races","All Grades"
"2014","Alaska","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","67.9","61.3","74.5","385","Female","All Ages","All Races","All Grades"
"2014","Alaska","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","32.3","27.7","36.9","749","Overall","All Ages","All Races","All Grades"
"2014","Alaska","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","32.5","26.1","38.9","364","Male","All Ages","All Races","All Grades"
"2014","Alaska","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","32.1","25.5","38.7","385","Female","All Ages","All Races","All Grades"
"2013","Alaska","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","69.3","65.0","73.6","923","Overall","All Ages","All Races","All Grades"
"2013","Alaska","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","68.1","62.1","74.1","447","Male","All Ages","All Races","All Grades"
"2013","Alaska","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","70.5","64.3","76.7","476","Female","All Ages","All Races","All Grades"
"2013","Alaska","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","30.7","26.4","35.0","923","Overall","All Ages","All Races","All Grades"
"2013","Alaska","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","31.9","25.9","37.9","447","Male","All Ages","All Races","All Grades"
"2013","Alaska","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","29.5","23.3","35.7","476","Female","All Ages","All Races","All Grades"
"2016","Arizona","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","64.3","59.9","68.7","1310","Overall","All Ages","All Races","All Grades"
"2016","Arizona","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","63.5","57.5","69.5","606","Male","All Ages","All Races","All Grades"
"2016","Arizona","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","65.4","59.1","71.7","704","Female","All Ages","All Races","All Grades"
"2016","Arizona","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","35.7","31.3","40.1","1310","Overall","All Ages","All Races","All Grades"
"2016","Arizona","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","36.5","30.5","42.5","606","Male","All Ages","All Races","All Grades"
"2016","Arizona","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","34.6","28.3","40.9","704","Female","All Ages","All Races","All Grades"
"2015","Arizona","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","65.4","60.8","70.0","889","Overall","All Ages","All Races","All Grades"
"2015","Arizona","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","61.1","54.4","67.8","400","Male","All Ages","All Races","All Grades"
"2015","Arizona","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","71.1","65.3","76.9","489","Female","All Ages","All Races","All Grades"
"2015","Arizona","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","34.6","30.0","39.2","889","Overall","All Ages","All Races","All Grades"
"2015","Arizona","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","38.9","32.2","45.6","400","Male","All Ages","All Races","All Grades"
"2015","Arizona","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","28.9","23.1","34.7","489","Female","All Ages","All Races","All Grades"
"2014","Arizona","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","67.1","63.5","70.7","1811","Overall","All Ages","All Races","All Grades"
"2014","Arizona","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","66.7","61.5","71.9","789","Male","All Ages","All Races","All Grades"
"2014","Arizona","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","67.5","62.8","72.2","1022","Female","All Ages","All Races","All Grades"
"2014","Arizona","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","32.9","29.3","36.5","1811","Overall","All Ages","All Races","All Grades"
"2014","Arizona","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","33.3","28.1","38.5","789","Male","All Ages","All Races","All Grades"
"2014","Arizona","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","32.5","27.8","37.2","1022","Female","All Ages","All Races","All Grades"
"2013","Arizona","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","67.6","61.4","73.8","622","Overall","All Ages","All Races","All Grades"
"2013","Arizona","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","65.3","56.1","74.5","287","Male","All Ages","All Races","All Grades"
"2013","Arizona","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","70.9","63.4","78.4","335","Female","All Ages","All Races","All Grades"
"2013","Arizona","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","32.4","26.2","38.6","622","Overall","All Ages","All Races","All Grades"
"2013","Arizona","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","34.7","25.5","43.9","287","Male","All Ages","All Races","All Grades"
"2013","Arizona","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","29.1","21.6","36.6","335","Female","All Ages","All Races","All Grades"
"2016","Arkansas","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","71.3","65.9","76.7","854","Overall","All Ages","All Races","All Grades"
"2016","Arkansas","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","71.8","64.3","79.3","356","Male","All Ages","All Races","All Grades"
"2016","Arkansas","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","70.8","63.2","78.4","498","Female","All Ages","All Races","All Grades"
"2016","Arkansas","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","28.7","23.3","34.1","854","Overall","All Ages","All Races","All Grades"
"2016","Arkansas","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","28.2","20.7","35.7","356","Male","All Ages","All Races","All Grades"
"2016","Arkansas","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","29.2","21.6","36.8","498","Female","All Ages","All Races","All Grades"
"2015","Arkansas","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","70.1","64.9","75.3","846","Overall","All Ages","All Races","All Grades"
"2015","Arkansas","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","67.1","59.4","74.8","338","Male","All Ages","All Races","All Grades"
"2015","Arkansas","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","73.7","67.3","80.1","508","Female","All Ages","All Races","All Grades"
"2015","Arkansas","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","29.9","24.7","35.1","846","Overall","All Ages","All Races","All Grades"
"2015","Arkansas","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","32.9","25.2","40.6","338","Male","All Ages","All Races","All Grades"
"2015","Arkansas","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","26.3","19.9","32.7","508","Female","All Ages","All Races","All Grades"
"2014","Arkansas","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","71.5","67.2","75.8","917","Overall","All Ages","All Races","All Grades"
"2014","Arkansas","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","65.8","59.0","72.6","362","Male","All Ages","All Races","All Grades"
"2014","Arkansas","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","77.5","72.5","82.5","555","Female","All Ages","All Races","All Grades"
"2014","Arkansas","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","28.5","24.2","32.8","917","Overall","All Ages","All Races","All Grades"
"2014","Arkansas","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","34.2","27.4","41.0","362","Male","All Ages","All Races","All Grades"
"2014","Arkansas","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","22.5","17.5","27.5","555","Female","All Ages","All Races","All Grades"
"2013","Arkansas","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","75.0","71.3","78.7","1005","Overall","All Ages","All Races","All Grades"
"2013","Arkansas","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","75.2","69.6","80.8","410","Male","All Ages","All Races","All Grades"
"2013","Arkansas","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","74.8","70.0","79.6","595","Female","All Ages","All Races","All Grades"
"2013","Arkansas","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","25.0","21.3","28.7","1005","Overall","All Ages","All Races","All Grades"
"2013","Arkansas","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","24.8","19.2","30.4","410","Male","All Ages","All Races","All Grades"
"2013","Arkansas","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","25.2","20.4","30.0","595","Female","All Ages","All Races","All Grades"
"2016","California","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","59.5","55.9","63.1","1139","Overall","All Ages","All Races","All Grades"
"2016","California","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","57.5","52.9","62.1","667","Male","All Ages","All Races","All Grades"
"2016","California","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","62.8","57.2","68.4","472","Female","All Ages","All Races","All Grades"
"2016","California","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","40.5","36.9","44.1","1139","Overall","All Ages","All Races","All Grades"
"2016","California","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","42.5","37.9","47.1","667","Male","All Ages","All Races","All Grades"
"2016","California","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","37.2","31.6","42.8","472","Female","All Ages","All Races","All Grades"
"2015","California","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","61.8","58.5","65.1","1295","Overall","All Ages","All Races","All Grades"
"2015","California","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","62.4","58.1","66.7","779","Male","All Ages","All Races","All Grades"
"2015","California","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","60.8","55.5","66.1","516","Female","All Ages","All Races","All Grades"
"2015","California","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","38.2","34.9","41.5","1295","Overall","All Ages","All Races","All Grades"
"2015","California","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","37.6","33.3","41.9","779","Male","All Ages","All Races","All Grades"
"2015","California","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","39.2","33.9","44.5","516","Female","All Ages","All Races","All Grades"
"2014","California","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","59.8","55.8","63.8","962","Overall","All Ages","All Races","All Grades"
"2014","California","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","57.0","51.8","62.2","567","Male","All Ages","All Races","All Grades"
"2014","California","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","64.7","58.7","70.7","395","Female","All Ages","All Races","All Grades"
"2014","California","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","40.2","36.2","44.2","962","Overall","All Ages","All Races","All Grades"
"2014","California","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","43.0","37.8","48.2","567","Male","All Ages","All Races","All Grades"
"2014","California","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","35.3","29.3","41.3","395","Female","All Ages","All Races","All Grades"
"2013","California","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","63.4","59.8","67.0","1223","Overall","All Ages","All Races","All Grades"
"2013","California","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","61.9","57.2","66.6","679","Male","All Ages","All Races","All Grades"
"2013","California","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","66.1","60.7","71.5","544","Female","All Ages","All Races","All Grades"
"2013","California","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","36.6","33.0","40.2","1223","Overall","All Ages","All Races","All Grades"
"2013","California","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","38.1","33.4","42.8","679","Male","All Ages","All Races","All Grades"
"2013","California","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","33.9","28.5","39.3","544","Female","All Ages","All Races","All Grades"
"2016","Colorado","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","66.3","63.4","69.2","1743","Overall","All Ages","All Races","All Grades"
"2016","Colorado","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","67.7","63.8","71.6","897","Male","All Ages","All Races","All Grades"
"2016","Colorado","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","64.4","60.0","68.8","846","Female","All Ages","All Races","All Grades"
"2016","Colorado","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","33.7","30.8","36.6","1743","Overall","All Ages","All Races","All Grades"
"2016","Colorado","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","32.3","28.4","36.2","897","Male","All Ages","All Races","All Grades"
"2016","Colorado","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","35.6","31.2","40.0","846","Female","All Ages","All Races","All Grades"
"2015","Colorado","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","65.9","62.3","69.5","1673","Overall","All Ages","All Races","All Grades"
"2015","Colorado","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","64.6","59.6","69.6","820","Male","All Ages","All Races","All Grades"
"2015","Colorado","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","67.4","62.4","72.4","853","Female","All Ages","All Races","All Grades"
"2015","Colorado","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","34.1","30.5","37.7","1673","Overall","All Ages","All Races","All Grades"
"2015","Colorado","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","35.4","30.4","40.4","820","Male","All Ages","All Races","All Grades"
"2015","Colorado","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","32.6","27.6","37.6","853","Female","All Ages","All Races","All Grades"
"2014","Colorado","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","68.0","64.9","71.1","1586","Overall","All Ages","All Races","All Grades"
"2014","Colorado","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","68.4","64.2","72.6","746","Male","All Ages","All Races","All Grades"
"2014","Colorado","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","67.6","63.1","72.1","840","Female","All Ages","All Races","All Grades"
"2014","Colorado","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","32.0","28.9","35.1","1586","Overall","All Ages","All Races","All Grades"
"2014","Colorado","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","31.6","27.4","35.8","746","Male","All Ages","All Races","All Grades"
"2014","Colorado","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","32.4","27.9","36.9","840","Female","All Ages","All Races","All Grades"
"2013","Colorado","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","67.6","64.8","70.4","1831","Overall","All Ages","All Races","All Grades"
"2013","Colorado","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","67.6","63.6","71.6","852","Male","All Ages","All Races","All Grades"
"2013","Colorado","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","67.5","63.6","71.4","979","Female","All Ages","All Races","All Grades"
"2013","Colorado","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","32.4","29.6","35.2","1831","Overall","All Ages","All Races","All Grades"
"2013","Colorado","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","32.4","28.4","36.4","852","Male","All Ages","All Races","All Grades"
"2013","Colorado","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","32.5","28.6","36.4","979","Female","All Ages","All Races","All Grades"
"2016","Connecticut","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","69.4","65.8","73.0","1150","Overall","All Ages","All Races","All Grades"
"2016","Connecticut","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","66.7","61.3","72.1","541","Male","All Ages","All Races","All Grades"
"2016","Connecticut","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","72.5","67.9","77.1","609","Female","All Ages","All Races","All Grades"
"2016","Connecticut","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","30.6","27.0","34.2","1150","Overall","All Ages","All Races","All Grades"
"2016","Connecticut","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","33.3","27.9","38.7","541","Male","All Ages","All Races","All Grades"
"2016","Connecticut","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","27.5","22.9","32.1","609","Female","All Ages","All Races","All Grades"
"2015","Connecticut","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","66.7","63.0","70.4","1309","Overall","All Ages","All Races","All Grades"
"2015","Connecticut","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","66.6","61.4","71.8","636","Male","All Ages","All Races","All Grades"
"2015","Connecticut","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","66.9","61.9","71.9","673","Female","All Ages","All Races","All Grades"
"2015","Connecticut","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","33.3","29.6","37.0","1309","Overall","All Ages","All Races","All Grades"
"2015","Connecticut","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","33.4","28.2","38.6","636","Male","All Ages","All Races","All Grades"
"2015","Connecticut","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","33.1","28.1","38.1","673","Female","All Ages","All Races","All Grades"
"2014","Connecticut","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","66.2","62.1","70.3","897","Overall","All Ages","All Races","All Grades"
"2014","Connecticut","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","64.2","58.3","70.1","434","Male","All Ages","All Races","All Grades"
"2014","Connecticut","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","68.6","63.0","74.2","463","Female","All Ages","All Races","All Grades"
"2014","Connecticut","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","33.8","29.7","37.9","897","Overall","All Ages","All Races","All Grades"
"2014","Connecticut","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","35.8","29.9","41.7","434","Male","All Ages","All Races","All Grades"
"2014","Connecticut","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","31.4","25.8","37.0","463","Female","All Ages","All Races","All Grades"
"2013","Connecticut","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","65.0","60.9","69.1","1058","Overall","All Ages","All Races","All Grades"
"2013","Connecticut","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","63.3","57.4","69.2","477","Male","All Ages","All Races","All Grades"
"2013","Connecticut","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","66.9","61.1","72.7","581","Female","All Ages","All Races","All Grades"
"2013","Connecticut","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","35.0","30.9","39.1","1058","Overall","All Ages","All Races","All Grades"
"2013","Connecticut","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","36.7","30.8","42.6","477","Male","All Ages","All Races","All Grades"
"2013","Connecticut","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","33.1","27.3","38.9","581","Female","All Ages","All Races","All Grades"
"2016","Delaware","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","70.4","65.6","75.2","646","Overall","All Ages","All Races","All Grades"
"2016","Delaware","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","66.2","59.0","73.4","303","Male","All Ages","All Races","All Grades"
"2016","Delaware","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","74.9","68.8","81.0","343","Female","All Ages","All Races","All Grades"
"2016","Delaware","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","29.6","24.8","34.4","646","Overall","All Ages","All Races","All Grades"
"2016","Delaware","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","33.8","26.6","41.0","303","Male","All Ages","All Races","All Grades"
"2016","Delaware","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","25.1","19.0","31.2","343","Female","All Ages","All Races","All Grades"
